sentiment,headline
1,production will expand to other of elcoteq's locations including mexico and hungary during 2010 .
1,rapala said it estimates it will make savings of 12 mln eur a year by centralising its french operations at one site .
1,reuse back into pet bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005  petcore said previously .
1,sales are expected to increase in the end of the year 2006  however .
1,satama's net sales would be higher than the year before .
1,singapore  icis    1  kemira and indian water infrastructure firm  2  ivrcl have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in andhra pradesh state  india  the finnish water treatment chemicals maker said on tuesday .
1,southfield  mich.  central corporate credit union will again distribute patronage dividends to members by waiving all service fees incurred during the months of july and november 2008  to the tune of an estimated  1 million .
1,srv will raise its holding in the company so that by the summer of 2008  it will have a majority .
1,systeemitiimi's sales and project resources will also be strengthened  director paul skogberg said .
1,tallink claims the watertight doors of both vana tallinn and regina baltica  including their electrical systems  are fully in working order .
1,talvivaara has secured a 10year offtake agreement for 100 per cent of its main output of nickel and cobalt to norilsk nickel and entered into a longterm zinc streaming agreement with nyrstar nv .
1,teliasonera has secured deliveries for 4g modems with support for 3g and 2g during the second quarter 2010 .
1,the 5050 joint venture  to be called nokia siemens networks  will be comprised of nokia's network business group and siemens ' carrierrelated operations  creating estimated synergies of 1.5 billion euros   1.9 billion  by 2010  nokia said .
1,the acquisition of boomeranger boats oy is in line with the done solutions strategy of developing its business through company acquisitions .
1,the actions are expected to deliver annual cost savings of some eur1520m .
1,the announced restructuring will significantly decrease the company's indebtedness .
1,the companies expect the first orders already in 2011 .
1,the company also expects to sell its products in other russian region .
1,the company feels these leases are prime locations due to several producing formations in the immediate area .
1,the company is well positioned in brazil and uruguay .
1,the company reports a loss for the period of eur 0.4 mn compared to a loss of eur 1.9 mn in the corresponding period in 2005 .
1,the company turned to earnings per share  eps  of eur 0.03 versus loss per share of eur 0.01 .
1,the diesel margin has remained high .
1,the divestment is in line with the company's plans to focus on selected growth segments and streamline corporate structure  the company explained .
1,the divestment of raisio's margarine business in may 2009 gave the company a clearer focus on grainbased products .
1,the fourth quarter saw rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur  and a stronger performance in north america .
1,the group will expand the chain to include 45 stores .
1,the iso certification demonstrates that we are moving forward in our quality commitments to our customers . '
1,the longterm contract is global .
1,the members of the management team will contribute to the adjustment measures with temporary salary cut of 5  .
1,the offer represents a premium of 24  over the stock's closing price on friday .
1,the recovery of demand that started toward the end of 2009  continued in januarymarch 2010 .
1,the sale of the healthcare trade business supports oriolakd's strategy to focus on pharmaceutical wholesale and retail businesses .
1,the sale will lead to a pretax capital gain of eur 22 million for the finnish company in 2011 .
1,the soapstone deposits in the medvezhyegorsk area are expected to increase tulikivi's current reserves considerably .
